,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
398,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
399,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
400,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
401,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
402,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
403,24.0,"game, team, play, year, player, win, season, fan, run, score",,
404,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
405,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
406,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
407,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
408,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
409,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
410,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
411,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
412,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
413,7.0,"window, application, set, run, server, display, call, widget, program, client",,
414,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
415,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
416,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
417,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
418,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
419,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
420,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
421,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
422,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
423,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
424,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
425,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
426,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
427,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
428,21.0,"time, point, find, problem, number, change, give, call, work, start",,
429,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
430,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
431,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
432,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
433,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
434,24.0,"game, team, play, year, player, win, season, fan, run, score",,
435,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
436,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
437,24.0,"game, team, play, year, player, win, season, fan, run, score",,
438,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
439,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
440,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
441,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
442,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
443,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
444,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
445,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
446,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
447,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
448,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
449,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
450,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
451,21.0,"time, point, find, problem, number, change, give, call, work, start",,
452,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
453,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
454,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
455,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
456,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
457,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
458,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
459,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
460,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
461,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
462,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
463,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
464,7.0,"window, application, set, run, server, display, call, widget, program, client",,
465,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
466,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
467,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
468,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
469,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
470,7.0,"window, application, set, run, server, display, call, widget, program, client",,
471,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
472,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
473,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
474,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
475,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
476,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
477,24.0,"game, team, play, year, player, win, season, fan, run, score",,
478,24.0,"game, team, play, year, player, win, season, fan, run, score",,
479,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
480,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
481,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
482,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
483,24.0,"game, team, play, year, player, win, season, fan, run, score",,
484,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
485,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
486,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
487,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
488,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
489,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
490,24.0,"game, team, play, year, player, win, season, fan, run, score",,
491,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
492,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
493,24.0,"game, team, play, year, player, win, season, fan, run, score",,
494,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
495,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
496,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
497,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
498,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
499,10.0,"people, life, man, child, make, love, time, die, live, woman",,
500,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
501,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
502,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
503,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
504,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
505,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
506,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
507,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
508,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
509,24.0,"game, team, play, year, player, win, season, fan, run, score",,
510,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
511,24.0,"game, team, play, year, player, win, season, fan, run, score",,
512,24.0,"game, team, play, year, player, win, season, fan, run, score",,
513,24.0,"game, team, play, year, player, win, season, fan, run, score",,
514,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
515,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
516,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
517,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
518,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
519,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
520,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
